"hgnc" "ensembl"
"IGKV2D-36" "ENSG00000253127"
"IGKV2D-38" "ENSG00000254009"
"IGKV2D-40" "ENSG00000251039"
"IGKV2OR2-1" "ENSG00000270748"
"IGKV2OR2-1A" NA
"IGKV2OR2-2" "ENSG00000271402"
"IGKV2OR2-4" NA
"IGKV2OR2-7" "ENSG00000270450"
"IGKV2OR2-7D" "ENSG00000271015"
"IGKV2OR2-8" "ENSG00000278537"
"IGKV2OR2-10" "ENSG00000276050"
"IGKV2OR22-3" "ENSG00000253460"
"IGKV2OR22-4" "ENSG00000253691"
"IGKV3" NA
"IGKV3-7" "ENSG00000243063"
"IGKV3-11" "ENSG00000241351"
"IGKV3-15" "ENSG00000244437"
"IGKV3-20" "ENSG00000239951"
"IGKV3-25" "ENSG00000253202"
"IGKV3-31" "ENSG00000253158"
"IGKV3-34" "ENSG00000253860"
"IGKV3@" NA
"IGKV3D-7" "ENSG00000228325"
"IGKV3D-11" "ENSG00000211632"
"IGKV3D-15" "ENSG00000224041"
"IGKV3D-20" "ENSG00000211625"
"IGKV3D-25" "ENSG00000254097"
"IGKV3D-31" "ENSG00000253999"
"IGKV3D-34" "ENSG00000253501"
"IGKV3OR2-5" "ENSG00000270252"
"IGKV3OR2-268" "ENSG00000233999"
"IGKV3OR2-268A" NA
"IGKV3OR22-2" "ENSG00000254264"
"IGKV4-1" "ENSG00000211598"
"IGKV5-2" "ENSG00000211599"
"IGKV6-21" "ENSG00000211611"
"IGKV6D-21" "ENSG00000225523"
"IGKV6D-41" "ENSG00000211626"
"IGKV7-3" "ENSG00000197794"
"IGKV268" NA
"IGKVOR2@" NA
"IGKVP@" NA
"IGKVP1" NA
"IGKVP2" NA
"IGKVP3" NA
"IGKVP4" NA
"IGKVP5" NA
"IGKVP6" NA
"IGKVP7" NA
"IGKVPZ1" NA
"IGKVPZ2" NA
"IGKVPZ3" NA
"IGKVPZ4" NA
"IGL" NA
"IGLC@" NA
"IGLC1" "ENSG00000211675"
"IGLC2" "ENSG00000211677"
"IGLC3" "ENSG00000211679"
"IGLC4" "ENSG00000254029"
"IGLC5" "ENSG00000254030"
"IGLC6" "ENSG00000222037"
"IGLC7" "ENSG00000211685"
"IGLCOR22-1" "ENSG00000254127"
"IGLCOR22-2" "ENSG00000271093"
"IGLJ@" NA
"IGLJ1" "ENSG00000211674"
"IGLJ2" "ENSG00000211676"
"IGLJ3" "ENSG00000211678"
"IGLJ4" "ENSG00000211680"
"IGLJ5" "ENSG00000211681"
"IGLJ6" "ENSG00000211682"
"IGLJ7" "ENSG00000211684"
"IGLJCOR18" "ENSG00000265243"
"IGLL1" "ENSG00000128322"
"IGLL2P" NA
"IGLL3P" "ENSG00000206066"
"IGLL4P" "ENSG00000276427"
"IGLL5" "ENSG00000254709"
"IGLON5" "ENSG00000142549"
"IGLP1" NA
"IGLP2" NA
"IGLV@" NA
"IGLV1-36" "ENSG00000211655"
"IGLV1-40" "ENSG00000211653"
"IGLV1-41" "ENSG00000253818"
"IGLV1-44" "ENSG00000211651"
"IGLV1-47" "ENSG00000211648"
"IGLV1-50" "ENSG00000211645"
"IGLV1-51" "ENSG00000211644"
"IGLV1-62" "ENSG00000253823"
"IGLV2-5" "ENSG00000253234"
"IGLV2-8" "ENSG00000278196"
"IGLV2-11" "ENSG00000211668"
"IGLV2-14" "ENSG00000211666"
"IGLV2-18" "ENSG00000211664"
"IGLV2-23" "ENSG00000211660"
"IGLV2-28" "ENSG00000253451"
"IGLV2-33" "ENSG00000211656"
"IGLV2-34" "ENSG00000253120"
"IGLV3-1" "ENSG00000211673"
"IGLV3-2" "ENSG00000253963"
"IGLV3-4" "ENSG00000226420"
"IGLV3-6" "ENSG00000253448"
"IGLV3-7" "ENSG00000254077"
"IGLV3-9" "ENSG00000211670"
"IGLV3-10" "ENSG00000211669"
"IGLV3-12" "ENSG00000211667"
"IGLV3-13" "ENSG00000253590"
"IGLV3-15" "ENSG00000253786"
"IGLV3-16" "ENSG00000211665"
"IGLV3-17" "ENSG00000253152"
"IGLV3-19" "ENSG00000211663"
"IGLV3-21" "ENSG00000211662"
"IGLV3-22" "ENSG00000211661"
"IGLV3-24" "ENSG00000253822"
"IGLV3-25" "ENSG00000211659"
"IGLV3-26" "ENSG00000253913"
"IGLV3-27" "ENSG00000211658"
"IGLV3-29" "ENSG00000253338"
"IGLV3-30" "ENSG00000253329"
"IGLV3-31" "ENSG00000253920"
"IGLV3-32" "ENSG00000211657"
"IGLV4-3" "ENSG00000211672"
"IGLV4-60" "ENSG00000211639"
"IGLV4-69" "ENSG00000211637"
"IGLV5-37" "ENSG00000211654"
"IGLV5-39" NA
"IGLV5-45" "ENSG00000211650"
"IGLV5-48" "ENSG00000211647"
"IGLV5-52" "ENSG00000211643"
"IGLV6-57" "ENSG00000211640"
"IGLV7-35" "ENSG00000253631"
"IGLV7-43" "ENSG00000211652"
"IGLV7-46" "ENSG00000211649"
"IGLV8-61" "ENSG00000211638"
"IGLV8OR8-1" "ENSG00000215177"
"IGLV9-49" "ENSG00000223350"
"IGLV10-54" "ENSG00000211642"
"IGLV10-67" "ENSG00000253794"
"IGLV11-55" "ENSG00000211641"
"IGLVI-20" "ENSG00000254240"
"IGLVI-38" "ENSG00000253889"
"IGLVI-42" "ENSG00000254175"
"IGLVI-56" "ENSG00000253126"
"IGLVI-63" "ENSG00000253752"
"IGLVI-68" "ENSG00000254355"
"IGLVI-70" "ENSG00000253239"
"IGLVIV-53" "ENSG00000253935"
"IGLVIV-59" "ENSG00000254308"
"IGLVIV-64" "ENSG00000253242"
"IGLVIV-65" "ENSG00000254161"
"IGLVIV-66-1" "ENSG00000253874"
"IGLVIVOR22-1" "ENSG00000271138"
"IGLVIVOR22-2" "ENSG00000243519"
"IGLVV-58" "ENSG00000253637"
"IGLVV-66" "ENSG00000254075"
"IGLVVI-22-1" "ENSG00000253546"
"IGLVVI-25-1" "ENSG00000253779"
"IGLVVII-41-1" "ENSG00000254073"
"IGO1" NA
"IGSF1" "ENSG00000147255"
"IGSF3" "ENSG00000143061"
"IGSF5" "ENSG00000183067"
"IGSF6" "ENSG00000140749"
"IGSF8" "ENSG00000162729"
"IGSF9" "ENSG00000085552"
"IGSF9B" NA
"IGSF10" "ENSG00000152580"
"IGSF11" "ENSG00000144847"
"IGSF11-AS1" "ENSG00000239877"
"IGSF21" "ENSG00000117154"
"IGSF21-AS1" "ENSG00000230035"
"IGSF22" "ENSG00000179057"
"IGSF23" "ENSG00000216588"
"IHG1" NA
"IHG2" NA
"IHH" "ENSG00000163501"
"II" NA
"IK" "ENSG00000113141"
"IKBIP" "ENSG00000166130"
"IKBKAP-IT1" NA
"IKBKB" "ENSG00000104365"
"IKBKE" "ENSG00000263528"
"IKBKG" "ENSG00000269335"
"IKBKGP1" "ENSG00000275882"
"IKZF1" "ENSG00000185811"
"IKZF2" "ENSG00000030419"
"IKZF3" "ENSG00000161405"
"IKZF4" "ENSG00000123411"
"IKZF5" "ENSG00000095574"
"IL1A" "ENSG00000115008"
"IL1B" "ENSG00000125538"
"IL1F10" "ENSG00000136697"
"IL1R1" "ENSG00000115594"
"IL1R1-AS1" "ENSG00000226925"
"IL1R2" "ENSG00000115590"
"IL1RAP" "ENSG00000196083"
"IL1RAPL1" "ENSG00000169306"
"IL1RAPL2" "ENSG00000189108"
"IL1RL1" "ENSG00000115602"
"IL1RL2" "ENSG00000115598"
"IL1RN" "ENSG00000136689"
"IL2" "ENSG00000109471"
"IL2R" NA
"IL2RA" "ENSG00000134460"
"IL2RB" "ENSG00000100385"
"IL2RG" "ENSG00000147168"
"IL3" "ENSG00000164399"
"IL3RA" "ENSG00000185291"
"IL3RB" NA
"IL4" "ENSG00000113520"
"IL4I1" "ENSG00000104951"
"IL4R" "ENSG00000077238"
"IL5" "ENSG00000113525"
"IL5RA" "ENSG00000091181"
"IL6" "ENSG00000136244"
"IL6-AS1" "ENSG00000179428"
"IL6R" "ENSG00000160712"
"IL6R-AS1" "ENSG00000228013"
"IL6RP1" "ENSG00000234910"
"IL6ST" "ENSG00000134352"
"IL6ST2" NA
"IL6STP1" "ENSG00000227018"
"IL7" "ENSG00000104432"
"IL7R" "ENSG00000168685"
"IL9" "ENSG00000145839"
"IL9R" "ENSG00000124334"
"IL9RP1" NA
"IL9RP2" "ENSG00000232420"
"IL9RP3" "ENSG00000226942"
"IL9RP4" "ENSG00000262081"
"IL10" "ENSG00000136634"
"IL10R" NA
"IL10RA" "ENSG00000110324"
"IL10RB" "ENSG00000243646"
"IL10RB-DT" "ENSG00000223799"
"IL11" "ENSG00000095752"
"IL11RA" "ENSG00000137070"
"IL11RB" NA
"IL12A" "ENSG00000168811"
"IL12A-AS1" "ENSG00000244040"
"IL12B" "ENSG00000113302"
"IL12RB1" "ENSG00000096996"
"IL12RB2" "ENSG00000081985"
"IL13" "ENSG00000169194"
"IL13RA1" "ENSG00000131724"
"IL13RA2" "ENSG00000123496"
"IL14" NA
"IL15" "ENSG00000164136"
"IL15RA" "ENSG00000134470"
"IL15RB" NA
"IL16" "ENSG00000172349"
"IL17A" "ENSG00000112115"
"IL17B" "ENSG00000127743"
"IL17C" "ENSG00000124391"
"IL17D" "ENSG00000172458"
"IL17F" "ENSG00000112116"
"IL17RA" "ENSG00000177663"
"IL17RB" "ENSG00000056736"
"IL17RC" "ENSG00000163702"
"IL17RD" "ENSG00000144730"
"IL17RE" "ENSG00000163701"
"IL17REL" "ENSG00000188263"
"IL18" "ENSG00000150782"
"IL18BP" "ENSG00000137496"
"IL18R1" "ENSG00000115604"
"IL18RAP" "ENSG00000115607"
"IL19" "ENSG00000142224"
"IL20" "ENSG00000162891"
"IL20RA" "ENSG00000016402"
"IL20RB" "ENSG00000174564"
"IL20RB-AS1" "ENSG00000249407"
"IL21" "ENSG00000138684"
"IL21-AS1" "ENSG00000227145"
"IL21R" "ENSG00000103522"
"IL21R-AS1" "ENSG00000259954"
"IL22" "ENSG00000127318"
"IL22RA1" "ENSG00000142677"
"IL22RA2" "ENSG00000164485"
"IL23A" "ENSG00000110944"
"IL23R" "ENSG00000162594"
"IL24" "ENSG00000162892"
"IL25" "ENSG00000166090"
"IL26" "ENSG00000111536"
"IL27" "ENSG00000197272"
"IL27RA" "ENSG00000104998"
"IL31" "ENSG00000204671"
"IL31RA" "ENSG00000164509"
"IL32" "ENSG00000008517"
"IL33" "ENSG00000137033"
"IL34" "ENSG00000157368"
"IL36A" "ENSG00000136694"
"IL36B" "ENSG00000136696"
"IL36G" "ENSG00000136688"
"IL36RN" "ENSG00000136695"
"IL37" "ENSG00000125571"
"ILA" NA
"ILCF" NA
"ILDR1" "ENSG00000145103"
"ILDR2" "ENSG00000143195"
"ILF2" "ENSG00000143621"
"ILF2P1" "ENSG00000244226"
"ILF2P2" "ENSG00000257720"
"ILF3" "ENSG00000129351"
"ILF3-DT" "ENSG00000267100"
"ILF3L" NA
"ILK" "ENSG00000166333"
"ILKAP" "ENSG00000132323"
"ILRUN" "ENSG00000196821"
"ILVBL" "ENSG00000105135"
"IMD1" NA
"IMD2" NA
"IMD3" NA
"IMD4" NA
"IMD5" NA
"IMMP1L" "ENSG00000148950"
"IMMP1LP1" "ENSG00000270269"
"IMMP1LP2" "ENSG00000258159"
"IMMP1LP3" "ENSG00000271098"
"IMMP2L" "ENSG00000184903"
"IMMP2L-IT1" NA
"IMMT" "ENSG00000132305"
"IMMTP1" "ENSG00000229880"
"IMP3" "ENSG00000177971"
"IMP3P1" "ENSG00000230589"
"IMP3P2" "ENSG00000239722"
"IMP4" "ENSG00000136718"
"IMPA" NA
"IMPA1" "ENSG00000133731"
"IMPA1P1" "ENSG00000251521"
"IMPA2" "ENSG00000141401"
"IMPACT" "ENSG00000154059"
"IMPAD1" "ENSG00000104331"
"IMPDH1" "ENSG00000106348"
"IMPDH1P1" NA
"IMPDH1P2" NA
"IMPDH1P3" "ENSG00000214815"
"IMPDH1P4" "ENSG00000237206"
"IMPDH1P5" "ENSG00000213513"
"IMPDH1P6" "ENSG00000254294"
"IMPDH1P7" NA
"IMPDH1P8" "ENSG00000224728"
"IMPDH1P9" NA
"IMPDH1P10" "ENSG00000232133"
"IMPDH1P11" "ENSG00000261647"
"IMPDH2" "ENSG00000178035"
"IMPG1" "ENSG00000112706"
"IMPG2" "ENSG00000081148"
"IMPT1" NA
"INA" "ENSG00000148798"
"INAFM1" "ENSG00000257704"
"INAFM2" "ENSG00000259330"
"INAVA" "ENSG00000163362"
"INCA1" "ENSG00000196388"
"INCENP" "ENSG00000149503"
"INE1" "ENSG00000224975"
"INE2" NA
"INF2" "ENSG00000203485"
"ING1" "ENSG00000153487"
"ING2" "ENSG00000168556"
"ING3" "ENSG00000071243"
"ING4" "ENSG00000111653"
"ING5" "ENSG00000168395"
"INGX" "ENSG00000243468"
"INHA" "ENSG00000123999"
"INHBA" "ENSG00000122641"
"INHBA-AS1" "ENSG00000224116"
"INHBB" "ENSG00000163083"
"INHBC" "ENSG00000175189"
"INHBE" "ENSG00000139269"
"INHCAP" "ENSG00000242337"
"INIP" "ENSG00000148153"
"INKA1" "ENSG00000185614"
"INKA2" "ENSG00000197852"
"INKA2-AS1" "ENSG00000227811"
"INMT" "ENSG00000241644"
"INMT-MINDY4" "ENSG00000254959"
"INO80" "ENSG00000128908"
"INO80-AS1" "ENSG00000259521"
"INO80B" "ENSG00000115274"
"INO80B-WBP1" "ENSG00000274049"
"INO80C" "ENSG00000153391"
"INO80D" "ENSG00000114933"
"INO80E" "ENSG00000169592"
"INP10" NA
"INPP1" "ENSG00000151689"
"INPP3" NA
"INPP4" NA
"INPP4A" "ENSG00000040933"
"INPP4B" "ENSG00000109452"
"INPP5A" "ENSG00000068383"
"INPP5B" "ENSG00000204084"
"INPP5C" NA
"INPP5D" "ENSG00000168918"
"INPP5E" "ENSG00000148384"
"INPP5F" "ENSG00000198825"
"INPP5J" "ENSG00000185133"
"INPP5K" "ENSG00000132376"
"INPPL1" "ENSG00000165458"
"INS" "ENSG00000254647"
"INS-IGF2" "ENSG00000129965"
"INSAF" NA
"INSC" "ENSG00000188487"
"INSIG1" "ENSG00000186480"
"INSIG2" "ENSG00000125629"
"INSL1" NA
"INSL2" NA
"INSL3" "ENSG00000248099"
"INSL4" "ENSG00000120211"
"INSL5" "ENSG00000172410"
"INSL6" "ENSG00000120210"
"INSM1" "ENSG00000173404"
"INSM2" "ENSG00000168348"
"INSR" "ENSG00000171105"
"INSRL" NA
"INSRR" "ENSG00000027644"
"INSSA1" NA
"INSSA2" NA
"INSYN1" "ENSG00000205363"
"INSYN1-AS1" "ENSG00000260469"
"INSYN2A" "ENSG00000188916"
"INSYN2B" "ENSG00000204767"
"INT1" NA
"INT1L1" NA
"INT3" NA
"INT4" NA
"INT6" NA
"INTS1" "ENSG00000164880"
"INTS2" "ENSG00000108506"
"INTS3" "ENSG00000143624"
"INTS4" "ENSG00000149262"
"INTS4P1" "ENSG00000164669"
"INTS4P2" "ENSG00000273024"
"INTS5" "ENSG00000185085"
"INTS6" "ENSG00000102786"
"INTS6-AS1" "ENSG00000236778"
"INTS6L" "ENSG00000165359"
"INTS6L-AS1" "ENSG00000225235"
"INTS6P1" "ENSG00000250492"
"INTS7" "ENSG00000143493"
"INTS8" "ENSG00000164941"
"INTS9" "ENSG00000104299"
"INTS9-AS1" "ENSG00000254034"
"INTS10" "ENSG00000104613"
"INTS11" "ENSG00000127054"
"INTS12" "ENSG00000138785"
"INTS13" "ENSG00000064102"
"INTS14" "ENSG00000138614"
"INTU" "ENSG00000164066"
"INVS" "ENSG00000119509"
"IOSCA" NA
"IP1" NA
"IP2" NA
"IP6K1" "ENSG00000176095"
"IP6K2" "ENSG00000068745"
"IP6K3" "ENSG00000161896"
"IPCEF1" "ENSG00000074706"
"IPMK" "ENSG00000151151"
"IPMKP1" "ENSG00000226507"
"IPO4" "ENSG00000196497"
"IPO5" "ENSG00000065150"
"IPO5P1" "ENSG00000269837"
"IPO7" "ENSG00000205339"
"IPO7P1" "ENSG00000232951"
"IPO7P2" "ENSG00000225674"
"IPO8" "ENSG00000133704"
"IPO8P1" "ENSG00000224668"
"IPO9" "ENSG00000198700"
"IPO9-AS1" "ENSG00000231871"
"IPO11" "ENSG00000086200"
"IPO13" "ENSG00000117408"
"IPP" "ENSG00000197429"
"IPPK" "ENSG00000127080"
"IPPKP1" "ENSG00000225585"
"IPW" NA
"IQANK1" "ENSG00000203499"
"IQCA1" "ENSG00000132321"
"IQCA1-AS1" "ENSG00000232893"
"IQCA1L" "ENSG00000278685"
"IQCB1" "ENSG00000173226"
"IQCB2P" "ENSG00000217539"
"IQCC" "ENSG00000160051"
"IQCD" "ENSG00000166578"
"IQCE" "ENSG00000106012"
"IQCF1" "ENSG00000173389"
"IQCF2" "ENSG00000184345"
"IQCF3" "ENSG00000229972"
"IQCF5" "ENSG00000214681"
"IQCF5-AS1" "ENSG00000235455"
"IQCF6" "ENSG00000214686"
"IQCG" "ENSG00000114473"
"IQCH" "ENSG00000103599"
"IQCH-AS1" "ENSG00000259673"
"IQCJ" "ENSG00000214216"
"IQCJ-SCHIP1" "ENSG00000283154"
"IQCJ-SCHIP1-AS1" "ENSG00000241211"
"IQCK" "ENSG00000174628"
"IQCM" "ENSG00000234828"
"IQCN" "ENSG00000130518"
"IQGAP1" "ENSG00000140575"
"IQGAP2" "ENSG00000145703"
"IQGAP3" "ENSG00000183856"
"IQSEC1" "ENSG00000144711"
"IQSEC2" "ENSG00000124313"
"IQSEC3" "ENSG00000120645"
"IQSEC3P1" "ENSG00000256902"
"IQSEC3P2" NA
"IQSEC3P3" NA
"IQUB" "ENSG00000164675"
"IRAIN" "ENSG00000259424"
"IRAK1" "ENSG00000184216"
"IRAK1BP1" "ENSG00000146243"
"IRAK2" "ENSG00000134070"
"IRAK3" "ENSG00000090376"
"IRAK4" NA
"IREB1" NA
"IREB2" "ENSG00000136381"
"IRF1" "ENSG00000125347"
"IRF1-AS1" "ENSG00000197536"
"IRF2" "ENSG00000168310"
"IRF2BP1" "ENSG00000170604"
"IRF2BP2" "ENSG00000168264"
"IRF2BPL" "ENSG00000119669"
"IRF3" "ENSG00000126456"
"IRF4" "ENSG00000137265"
"IRF5" "ENSG00000128604"
"IRF5P1" "ENSG00000251347"
"IRF6" "ENSG00000117595"
"IRF7" "ENSG00000185507"
"IRF8" "ENSG00000140968"
"IRF9" "ENSG00000213928"
"IRGC" "ENSG00000124449"
"IRGM" "ENSG00000237693"
"IRGQ" "ENSG00000167378"
"IRID1" NA
"IRID2" NA
"IRS1" "ENSG00000169047"
"IRS2" "ENSG00000185950"
"IRS3P" "ENSG00000184414"
"IRS4" "ENSG00000133124"
"IRX1" "ENSG00000170549"
"IRX1P1" "ENSG00000231417"
"IRX2" "ENSG00000170561"
"IRX3" "ENSG00000177508"
"IRX4" "ENSG00000113430"
"IRX4-AS1" "ENSG00000249116"
"IRX4P1" NA
"IRX5" "ENSG00000176842"
"IRX6" NA
"ISCA1" "ENSG00000135070"
"ISCA1P1" "ENSG00000217416"
"ISCA1P2" "ENSG00000229840"
"ISCA1P3" "ENSG00000261965"
"ISCA1P4" "ENSG00000259405"
"ISCA1P5" NA
"ISCA1P6" "ENSG00000227653"
"ISCA2" "ENSG00000165898"
"ISCA2P1" "ENSG00000226912"
"ISCU" "ENSG00000136003"
"ISCUP1" "ENSG00000238051"
"ISG15" "ENSG00000187608"
"ISG20" "ENSG00000172183"
"ISG20L2" "ENSG00000143319"
"ISL1" "ENSG00000016082"
"ISL2" "ENSG00000159556"
"ISLR" "ENSG00000129009"
"ISLR2" "ENSG00000167178"
"ISM1" "ENSG00000101230"
"ISM1-AS1" "ENSG00000226263"
"ISM2" "ENSG00000100593"
"ISOC1" "ENSG00000066583"
"ISOC2" "ENSG00000063241"
"IST1" "ENSG00000182149"
"ISX" "ENSG00000175329"
"ISX-AS1" "ENSG00000227895"
"ISY1" "ENSG00000240682"
"ISY1-RAB43" "ENSG00000261796"
"ISYNA1" "ENSG00000105655"
"ITCH" "ENSG00000078747"
"ITCH-AS1" "ENSG00000236388"
"ITCH-IT1" "ENSG00000231795"
"ITFG1" "ENSG00000129636"
"ITFG1-AS1" "ENSG00000260281"
"ITFG2" "ENSG00000111203"
"ITFG2-AS1" "ENSG00000258325"
"ITGA1" "ENSG00000213949"
"ITGA2" "ENSG00000164171"
"ITGA2B" "ENSG00000005961"
"ITGA3" "ENSG00000005884"
"ITGA4" "ENSG00000115232"
"ITGA5" "ENSG00000161638"
"ITGA6" "ENSG00000091409"
"ITGA6-AS1" "ENSG00000232788"
"ITGA7" "ENSG00000135424"
"ITGA8" "ENSG00000077943"
"ITGA9" "ENSG00000144668"
"ITGA9-AS1" "ENSG00000235257"
"ITGA10" "ENSG00000143127"
"ITGA11" "ENSG00000137809"
"ITGAD" "ENSG00000156886"
"ITGAE" "ENSG00000083457"
"ITGAL" "ENSG00000005844"
"ITGAM" "ENSG00000169896"
"ITGAV" "ENSG00000138448"
"ITGAW" NA
"ITGAX" "ENSG00000140678"
"ITGB1" "ENSG00000150093"
"ITGB1-DT" "ENSG00000229656"
"ITGB1BP1" "ENSG00000119185"
"ITGB1BP2" "ENSG00000147166"
"ITGB1P1" NA
"ITGB2" "ENSG00000160255"
"ITGB2-AS1" "ENSG00000227039"
"ITGB3" "ENSG00000259207"
"ITGB3BP" "ENSG00000142856"
"ITGB4" "ENSG00000132470"
"ITGB5" "ENSG00000082781"
"ITGB5-AS1" "ENSG00000244286"
"ITGB6" "ENSG00000115221"
"ITGB7" "ENSG00000139626"
"ITGB8" "ENSG00000105855"
"ITGBL1" "ENSG00000198542"
"ITI" NA
"ITIH1" "ENSG00000055957"
"ITIH2" "ENSG00000151655"
"ITIH2-AS1" NA
"ITIH3" "ENSG00000162267"
"ITIH4" "ENSG00000055955"
"ITIH4-AS1" "ENSG00000239799"
"ITIH5" "ENSG00000123243"
"ITIH6" "ENSG00000102313"
"ITIHL1" NA
"ITK" "ENSG00000113263"
"ITLN1" "ENSG00000179914"
"ITLN2" "ENSG00000158764"
"ITM2A" "ENSG00000078596"
"ITM2B" "ENSG00000136156"
"ITM2BP1" "ENSG00000266853"
"ITM2C" "ENSG00000135916"
"ITPA" "ENSG00000125877"
"ITPK1" "ENSG00000100605"
"ITPK1-AS1" "ENSG00000258730"
"ITPKA" "ENSG00000137825"
"ITPKB" "ENSG00000143772"
"ITPKB-AS1" "ENSG00000228548"
"ITPKB-IT1" "ENSG00000228382"
"ITPKC" "ENSG00000086544"
"ITPR1" "ENSG00000150995"
"ITPR1-DT" "ENSG00000231249"
"ITPR2" "ENSG00000123104"
"ITPR3" "ENSG00000096433"
"ITPRID1" "ENSG00000180347"
"ITPRID2" "ENSG00000138434"
"ITPRIP" "ENSG00000148841"
"ITPRIP-AS1" "ENSG00000228261"
"ITPRIPL1" "ENSG00000198885"
"ITPRIPL2" "ENSG00000205730"
"ITSN1" "ENSG00000205726"
"ITSN2" "ENSG00000198399"
"IV" NA
"IVD" "ENSG00000128928"
"IVL" "ENSG00000163207"
"IVNS1ABP" "ENSG00000116679"
"IWS1" "ENSG00000163166"
"IYD" "ENSG00000009765"
"IZUMO1" "ENSG00000182264"
"IZUMO1R" "ENSG00000183560"
"IZUMO2" "ENSG00000161652"
"IZUMO3" "ENSG00000205442"
"IZUMO4" "ENSG00000099840"
"JADE1" "ENSG00000077684"
"JADE2" "ENSG00000043143"
"JADE3" "ENSG00000102221"
"JADRR" "ENSG00000280711"
"JAG1" "ENSG00000101384"
"JAG2" "ENSG00000184916"
"JAGN1" "ENSG00000171135"
"JAK1" "ENSG00000162434"
"JAK1B" NA
"JAK2" "ENSG00000096968"
"JAK3" "ENSG00000105639"
"JAKMIP1" "ENSG00000152969"
"JAKMIP2" "ENSG00000176049"
"JAKMIP2-AS1" NA
"JAKMIP3" "ENSG00000188385"
"JAM2" "ENSG00000154721"
"JAM3" "ENSG00000166086"
"JAML" "ENSG00000160593"
"JARID2" "ENSG00000008083"
"JARID2-AS1" "ENSG00000235488"
"JAZF1" "ENSG00000153814"
"JAZF1-AS1" "ENSG00000234336"
"JBS" NA
"JBTS1" NA
"JCAD" "ENSG00000165757"
"JCADP1" "ENSG00000235012"
"JCHAIN" "ENSG00000132465"
"JCHAINP1" "ENSG00000253655"
"JDP2" "ENSG00000140044"
"JHY" "ENSG00000109944"
"JK" NA
"JKAMP" "ENSG00000050130"
"JKAMPP1" "ENSG00000231491"
"JMJD1C" "ENSG00000171988"
"JMJD1C-AS1" NA
"JMJD4" "ENSG00000081692"
"JMJD6" "ENSG00000070495"
"JMJD7" "ENSG00000243789"
"JMJD7-PLA2G4B" "ENSG00000168970"
"JMJD8" NA
"JMS" NA
"JMY" "ENSG00000152409"
"JOSD1" "ENSG00000100221"
"JOSD2" "ENSG00000161677"
"JPD" NA
"JPH1" "ENSG00000104369"
"JPH2" "ENSG00000149596"
"JPH3" "ENSG00000154118"
"JPH4" "ENSG00000092051"
"JPT1" "ENSG00000189159"
"JPT2" "ENSG00000206053"
"JPX" "ENSG00000225470"
"JRK" "ENSG00000234616"
"JRKL" "ENSG00000183340"
"JRKL-AS1" "ENSG00000255679"
"JSRP1" "ENSG00000167476"
"JTB" "ENSG00000143543"
"JTBP1" "ENSG00000233603"
"JTK5A" NA
"JTK5B" NA
"JUN" "ENSG00000177606"
"JUNB" "ENSG00000171223"
"JUND" "ENSG00000130522"
"JUP" "ENSG00000173801"
"JWS" NA
"K12T" NA
"KAAG1" "ENSG00000146049"
"KAI1" NA
"KAL2" NA
"KAL3" NA
"KALRN" "ENSG00000160145"
"KANK1" "ENSG00000107104"
"KANK1P1" "ENSG00000215589"
"KANK2" NA
"KANK3" NA
"KANK4" "ENSG00000132854"
"KANSL1" "ENSG00000120071"
"KANSL1-AS1" "ENSG00000214401"
"KANSL1L" "ENSG00000144445"
"KANSL1L-AS1" "ENSG00000229127"
"KANSL2" "ENSG00000139620"
"KANSL3" "ENSG00000114982"
"KANTR" "ENSG00000232593"
"KARS1" "ENSG00000065427"
"KARS1P1" "ENSG00000229696"
"KARS1P2" "ENSG00000230371"
"KARS1P3" "ENSG00000262962"
"KAT2A" "ENSG00000108773"
"KAT2B" "ENSG00000114166"
"KAT5" "ENSG00000172977"
"KAT6A" "ENSG00000083168"
"KAT6B" "ENSG00000156650"
"KAT7" "ENSG00000136504"
"KAT8" "ENSG00000103510"
"KAT14" "ENSG00000149474"
"KATNA1" "ENSG00000186625"
"KATNAL1" "ENSG00000102781"
"KATNAL2" "ENSG00000167216"
"KATNB1" "ENSG00000140854"
"KATNBL1" "ENSG00000134152"
"KATNBL1P1" "ENSG00000271026"
"KATNBL1P2" "ENSG00000232857"
"KATNBL1P3" "ENSG00000235422"
"KATNBL1P4" "ENSG00000249270"
"KATNBL1P5" "ENSG00000271108"
"KATNBL1P6" "ENSG00000228283"
"KAZALD1" "ENSG00000107821"
"KAZN" "ENSG00000189337"
"KAZN-AS1" "ENSG00000234593"
"KBTBD2" "ENSG00000170852"
"KBTBD3" NA
"KBTBD4" "ENSG00000123444"
"KBTBD6" "ENSG00000165572"
"KBTBD7" "ENSG00000120696"
"KBTBD8" "ENSG00000163376"
"KBTBD11" "ENSG00000176595"
"KBTBD11-OT1" "ENSG00000253696"
"KBTBD12" "ENSG00000187715"
"KBTBD13" "ENSG00000234438"
"KCMF1" "ENSG00000176407"
"KCNA1" "ENSG00000111262"
"KCNA2" "ENSG00000177301"
"KCNA3" "ENSG00000177272"
"KCNA4" "ENSG00000182255"
"KCNA4L" NA
"KCNA5" "ENSG00000130037"
"KCNA6" "ENSG00000151079"
"KCNA7" "ENSG00000104848"
"KCNA9" NA
"KCNA10" "ENSG00000143105"
